0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1.55945	-0.138501	0	0	1.55945	-0.138501	2.09897	0.0522228	2.19595	0.109339
1.80114	0.0200394	2.29648	-0.203961	1.81209	0.0474826	2.09897	0.0522228	2.19595	0.109339
3.89268	-0.134322	1.90365	-0.137596	3.89093	-0.134166	4.29136	0.215312	2.28434	0.226323
3.9857	0.0719065	2.36195	0.136289	4.19528	0.218461	4.29136	0.215312	2.28434	0.226323
6.85913	0.415964	3.35694	0.438227	6.86352	0.416817	6.56942	0.496096	2.36382	0.348847
6.69126	0.436335	2.64756	0.189714	6.43926	0.472879	6.56942	0.496096	2.36382	0.348847
9.07958	0.593437	2.14091	0.132197	9.07733	0.593211	8.92437	0.89924	2.43359	0.474526
9.09335	0.66604	2.38824	0.273478	8.89749	0.886982	8.92437	0.89924	2.43359	0.474526
11.5746	1.6623	2.58212	1.49867	11.5756	1.6669	11.3468	1.427	2.49328	0.600781
11.5259	1.62099	2.39008	1.38078	11.4447	1.42958	11.3468	1.427	2.49328	0.600781
13.5951	2.31651	1.74126	0.193966	13.5921	2.31191	13.827	2.07905	2.5429	0.724947
13.6901	2.29421	2.30325	0.256286	13.6572	1.99915	13.827	2.07905	2.5429	0.724947
16.6399	2.90046	3.57547	0.883834	16.6456	2.903	16.3554	2.85243	2.58284	0.844365
16.4805	2.8726	2.87346	0.753633	16.282	2.84648	16.3554	2.85243	2.58284	0.844365
19.0135	3.70515	2.21411	0.875669	19.0106	3.70555	18.923	3.74161	2.61382	0.95648
19.0872	3.7255	2.36589	0.915746	19.363	3.87122	18.923	3.74161	2.61382	0.95648
21.3322	4.7315	2.13502	1.06566	21.3312	4.73205	21.5215	4.73855	2.63679	1.05891
21.4286	4.75106	2.49906	1.16123	21.6213	4.74762	21.5215	4.73855	2.63679	1.05891
24.0776	5.57187	2.7727	0.582559	24.0787	5.56967	24.1437	5.83295	2.65286	1.14953
24.1859	5.60609	3.00145	0.651434	24.5601	5.92334	24.1437	5.83295	2.65286	1.14953
26.6099	6.95664	1.91817	1.82427	26.6052	6.96102	26.7833	7.01246	2.6632	1.22647
26.6689	6.97281	2.35418	1.98061	26.5419	6.90075	26.7833	7.01246	2.6632	1.22647
29.5821	8.09333	3.38524	0.5312	29.5864	8.08789	29.4352	8.26299	2.66893	1.28822
29.5273	8.08344	3.09942	0.455421	29.4716	8.24519	29.4352	8.26299	2.66893	1.28822
31.9467	9.87165	1.86596	2.711	31.9416	9.88017	32.0955	9.56901	2.67105	1.33358
31.9324	9.86129	1.97603	2.75722	31.7928	9.49891	32.0955	9.56901	2.67105	1.33358
34.6109	10.7112	3.19912	-0.490836	34.6157	10.6988	34.7608	10.9139	2.67035	1.3617
34.6944	10.74	3.30471	-0.451962	35.0599	10.9953	34.7608	10.9139	2.67035	1.3617
37.1465	12.0769	1.78164	2.57866	37.1404	12.0883	37.4287	12.2803	2.66736	1.37209
37.2618	12.1173	2.18206	2.72771	37.4973	12.2943	37.4287	12.2803	2.66736	1.37209
40.322	13.4752	3.77552	0.423011	40.3285	13.4666	40.0971	13.6505	2.66232	1.36459
40.1876	13.4352	3.21957	0.239803	39.9009	13.6243	40.0971	13.6505	2.66232	1.36459
